Genus_species,Native,Nesting Behavior,Voltinism,Sociality,Foraging Behavior,Tongue Length
Lasioglossum_aberrans,Y,Ground,NA,NA,NA,Short
Lasioglossum_acuminatum,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_admirandum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_alachuense,Y,Ground,NA,NA,NA,Short
Lasioglossum_albipenne,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_albohirtum,Y,Ground,NA,NA,NA,Short
Lasioglossum_anomalum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Halictus_anomalus,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_apocyni,Y,Ground,NA,NA,NA,Short
Lasioglossum_athabascense,Y,Ground,NA,NA,NA,Short
Lasioglossum_atlanticum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_hitchensi,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_bruneri,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_brunneiventre,Y,Ground,NA,NA,NA,Short
Lasioglossum_callidum,Y,Ground,NA,NA,NA,Short
Lasioglossum_cattellae,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_ceanothi,Y,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_cephalotes,Y,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_cinctipes,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_coeruleum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_coreopsis,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_coriaceum,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_creberrimum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_cressonii,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_disparile,Y,Ground,NA,NA,NA,Short
Lasioglossum_eleutherense,Y,Ground,NA,NA,NA,Short
Lasioglossum_fattigi,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_flaveriae,Y,Ground,NA,NA,NA,Short
Lasioglossum_forbesii,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_foveolatum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_foxii,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_fuscipenne,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_halophitum,Y,Ground,NA,NA,NA,Short
Lasioglossum_hartii,Y,Ground,NA,NA,NA,Short
Lasioglossum_heterognathum,Y,Ground,NA,NA,NA,Short
Lasioglossum_hudsoniellum,Y,Ground,NA,NA,NA,Short
Lasioglossum_hyalinum,Y,Ground,NA,NA,NA,Short
Lasioglossum_illinoense,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_imitatum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Halictus_imitatus,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_incompletum,Y,Ground,NA,NA,NA,Short
Lasioglossum_intrepidum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_floridanum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_laevissimum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_lineatulum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_lineatulum,Y,Ground,NA,Eusocial,Generalist,Short
Lasioglossum_lionotum,Y,Host Nest,NA,Parasitic,NA,Short
Lasioglossum_longifrons,Y,Ground,NA,NA,NA,Short
Lasioglossum_lusorium,Y,Ground,NA,NA,NA,Short
Lasioglossum_lustrans,Y,Ground,NA,Solitary,Specialist,Short
Lasioglossum_macoupinense,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_marinense,Y,Ground,NA,NA,NA,Short
Lasioglossum_marinum,Y,Ground,NA,NA,NA,Short
Lasioglossum_michiganense,Y,Host Nest,NA,Parasitic,NA,Short
Lasioglossum_miniatulum,Y,Ground,NA,NA,NA,Short
Lasioglossum_nelumbonis,Y,Ground,NA,NA,NA,Short
Lasioglossum_nevadense,Y,Ground,NA,NA,NA,Short
Lasioglossum_nigroviride,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_nymphaearum,Y,Ground,NA,NA,NA,Short
Lasioglossum_nymphale,Y,Ground,NA,NA,NA,Short
Lasioglossum_oblongum,Y,Wood,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_obscurum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_occidentale,Y,Ground,NA,NA,NA,Short
Lasioglossum_oenotherae,Y,Ground,NA,Solitary,NA,Short
Lasioglossum_ovaliceps,Y,Ground,NA,NA,NA,Short
Lasioglossum_pacatum,Y,Ground,NA,NA,NA,Short
Lasioglossum_pallidellum,Y,Ground,NA,NA,NA,Short
Lasioglossum_paradmirandum,Y,Ground,NA,NA,NA,Short
Lasioglossum_paraforbesii,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_pavoninum,Y,Ground,NA,NA,NA,Short
Lasioglossum_pavonotum,Y,Ground,NA,NA,NA,Short
Lasioglossum_pectinatum,Y,Ground,NA,NA,NA,Short
Lasioglossum_pectorale,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_perpunctatum,Y,Ground,NA,NA,NA,Short
Lasioglossum_petrellum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_pictum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_pilosum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_platyparium,Y,Host Nest,NA,Parasitic,NA,Short
Lasioglossum_pruinosum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_punctatoventre,Y,Ground,NA,NA,NA,Short
Lasioglossum_quebecense,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_raleighense,Y,Ground,NA,NA,NA,Short
Lasioglossum_reticulatum,Y,Ground,NA,NA,NA,Short
Lasioglossum_rohweri,Y,Ground,Multivoltine,Primitively Eusocial,NA,Short
Lasioglossum_ruidosense,Y,Ground,NA,NA,NA,Short
Lasioglossum_sagax,Y,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_sedi,Y,Ground,NA,NA,NA,Short
Lasioglossum_semicaeruleum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_simplex,Y,Host Nest,NA,Parasitic,NA,Short
Lasioglossum_sisymbrii,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_sopinci,Y,Ground,NA,NA,NA,Short
Lasioglossum_stuartense,Y,Ground,NA,NA,NA,Short
Lasioglossum_subviridatum,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_succinipenne,Y,Ground,NA,NA,NA,Short
Lasioglossum_supraclypeatum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_surianae,Y,Ground,NA,NA,NA,Short
Lasioglossum_swenki,Y,Ground,NA,Solitary,Generalist,Short
Lasioglossum_tamiamense,Y,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_tarponense,Y,Ground,NA,NA,NA,Short
Lasioglossum_tegulare,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_tegulariforme,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_tenax,Y,Ground,NA,Solitary,NA,Short
Lasioglossum_texanum,Y,Ground,NA,NA,Specialist,Short
Lasioglossum_titusi,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_truncatum,Y,Ground,NA,NA,NA,Short
Lasioglossum_veganum,Y,Ground,NA,NA,NA,Short
Lasioglossum_versans,Y,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_versatum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_vierecki,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_viridatum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_weemsi,Y,Ground,NA,NA,Generalist,Short
Lasioglossum_zephyrum,Y,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_zophops,Y,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_smilacina,Y,Ground,Multivoltine,Eusocial,NA,Short
Mexalictus_arizonensis,Y,Ground,NA,NA,NA,Short
Sphecodes_aroniae,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_banksii,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_confertus,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_crawfordi,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_davisii,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_dichrous,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_exaltus,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_galerus,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_heraclei,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_johnsonii,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_kincaidii,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_mandibularis,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_paraplesius,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_pimpinellae,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_ranunculi,Y,Host Nest,NA,Parasitic,Generalist,Short
Sphecodes_smilacinae,Y,Host Nest,NA,Parasitic,NA,Short
Sphecodes_stygius,Y,Host Nest,NA,Parasitic,Generalist,Short
Coelioxys_alternata,Y,Host Nest,NA,Parasitic,Specialist,Long
Coelioxys_banksi,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_bisoncornua,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_dolichos,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_edita,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_floridana,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_funeraria,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_galactiae,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_germana,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_hirsutissima,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_hunteri,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_immaculata,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_mexicana,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_mitchelli,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_modesta,Y,Host Nest,NA,Parasitic,Generalist,Long
Coelioxys_moesta,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_octodentata,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_porterae,Y,Host Nest,NA,Parasitic,Generalist,Long
Coelioxys_rufitarsis,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_sayi,Y,Host Nest,NA,Parasitic,Generalist,Long
Coelioxys_slossoni,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_soledadensis,Y,Host Nest,NA,Parasitic,NA,Long
Coelioxys_texana,Y,Host Nest,NA,Parasitic,NA,Long
Megachile_addenda,Y,Cavity,NA,Solitary,Generalist,Long
Megachile_albitarsis,Y,Cavity,NA,Solitary,Generalist,Long
Megachile_angelarum,Y,Cavity,NA,Solitary,NA,Long
